Crash_ID,At_Intersection_Flag,Crash_Date,Crash_Severity,Crash_Time,Crash_Year,Day_of_Week,Hour_of_Day,Intersecting_Street_Name,Latitude,Longitude,Speed_Limit,Street_Name,Person_Death_Count,Person_Injury_Severity,Person_Type,KABCO_USD_Value
20520058,True,2024-11-18,B - SUSPECTED MINOR INJURY,1748,2024,MONDAY,5 PM,ALBERTA AVE,31.77254484,-106.43316034,30,RAYNOLDS ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20527276,True,2024-11-21,B - SUSPECTED MINOR INJURY,1622,2024,THURSDAY,4 PM,N VIRGINIA ST,31.76863485,-106.48785033,35,ARIZONA AVE,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20527276,True,2024-11-21,B - SUSPECTED MINOR INJURY,1622,2024,THURSDAY,4 PM,N VIRGINIA ST,31.76863485,-106.48785033,35,ARIZONA AVE,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20527276,True,2024-11-21,B - SUSPECTED MINOR INJURY,1622,2024,THURSDAY,4 PM,N VIRGINIA ST,31.76863485,-106.48785033,35,ARIZONA AVE,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20527276,True,2024-11-21,B - SUSPECTED MINOR INJURY,1622,2024,THURSDAY,4 PM,N VIRGINIA ST,31.76863485,-106.48785033,35,ARIZONA AVE,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20525105,True,2024-11-25,B - SUSPECTED MINOR INJURY,1752,2024,MONDAY,5 PM,ROSEWOOD ST,31.77926484,-106.46421033,35,WYOMING AVE,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20530416,True,2024-11-26,N - NOT INJURED,1809,2024,TUESDAY,6 PM,E REDD RD,31.85935484,-106.5579603,40,N RESLER DR,0,N - NOT INJURED,Cyclist,0
20539063,True,2024-12-04,B - SUSPECTED MINOR INJURY,811,2024,WEDNESDAY,8 AM,S OREGON ST,31.75188485,-106.48599033,25,E 6TH AVE,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20539233,True,2024-12-04,B - SUSPECTED MINOR INJURY,1759,2024,WEDNESDAY,5 PM,VICEROY DR,31.91515482,-106.42105033,30,DEARBORNE DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20570511,True,2024-12-17,A - SUSPECTED SERIOUS INJURY,1513,2024,TUESDAY,3 PM,N VIRGINIA ST,31.76210485,-106.48205033,35,TEXAS AVE,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
20570514,True,2024-12-19,B - SUSPECTED MINOR INJURY,1614,2024,THURSDAY,4 PM,LEBANON AVE,31.79400484,-106.46141033,30,N PIEDRAS ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20589909,True,2024-12-20,C - POSSIBLE INJURY,1230,2024,FRIDAY,12 PM,AMPOSTA DR,31.85111483,-106.54128032,15,AMPOSTA DR,0,C - POSSIBLE INJURY,Pedestrian,151600
20591229,True,2024-12-26,A - SUSPECTED SERIOUS INJURY,1942,2024,THURSDAY,7 PM,FORREST WAY,31.78411484,-106.42351034,35,TROWBRIDGE DR,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
20580632,True,2024-12-27,B - SUSPECTED MINOR INJURY,1258,2024,FRIDAY,12 PM,RICH BEEM BLVD,31.78217483,-106.23393038,35,PEBBLE HILLS BLVD,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20594143,True,2025-01-03,B - SUSPECTED MINOR INJURY,1646,2025,FRIDAY,4 PM,S FLORENCE ST,31.75223485,-106.48061033,35,E 7TH AVE,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20606487,True,2025-01-10,A - SUSPECTED SERIOUS INJURY,1515,2025,FRIDAY,3 PM,E 6TH AVE,31.75258485,-106.48295033,35,S KANSAS ST,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
20619342,True,2025-01-22,N - NOT INJURED,1123,2025,WEDNESDAY,11 AM,SUNMOUNT DR,31.78049484,-106.38421035,35,VISCOUNT BLVD,0,N - NOT INJURED,Pedestrian,0
20627621,True,2025-01-24,N - NOT INJURED,1600,2025,FRIDAY,4 PM,E YANDELL DR,31.78173484,-106.46144033,30,N PIEDRAS ST,0,N - NOT INJURED,Cyclist,0
20632177,True,2025-01-30,C - POSSIBLE INJURY,737,2025,THURSDAY,7 AM,VAL VERDE ST,31.76135485,-106.43264034,30,DELTA DR,0,C - POSSIBLE INJURY,Pedestrian,151600
20647690,True,2025-02-03,B - SUSPECTED MINOR INJURY,1405,2025,MONDAY,2 PM,CHERMONT DR,31.82139484,-106.53900031,40,SUNLAND PARK DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20646471,True,2025-02-09,B - SUSPECTED MINOR INJURY,1123,2025,SUNDAY,11 AM,PEBBLE HILLS BLVD,31.78378484,-106.31726036,20,ROCKWALL LN,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20654232,True,2025-02-13,N - NOT INJURED,1257,2025,THURSDAY,12 PM,TEXAS AVE,31.76048485,-106.48462033,30,N CAMPBELL ST,0,N - NOT INJURED,Cyclist,0
20663367,True,2025-02-17,N - NOT INJURED,1744,2025,MONDAY,5 PM,SAUL KLEINFELD DR,31.75857484,-106.27729037,35,FIREHOUSE DR,0,N - NOT INJURED,Pedestrian,0
20678868,True,2025-02-26,B - SUSPECTED MINOR INJURY,726,2025,WEDNESDAY,7 AM,E REDD RD,31.85935484,-106.5579603,40,N RESLER DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20717214,True,2025-03-18,C - POSSIBLE INJURY,804,2025,TUESDAY,8 AM,N CAMPBELL ST,31.76048485,-106.48462033,30,TEXAS AVE,0,C - POSSIBLE INJURY,Pedestrian,151600
20710607,True,2025-03-19,B - SUSPECTED MINOR INJURY,712,2025,WEDNESDAY,7 AM,HERCULES AVE,31.85538483,-106.42293033,35,DIANA DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20710607,True,2025-03-19,B - SUSPECTED MINOR INJURY,712,2025,WEDNESDAY,7 AM,HERCULES AVE,31.85538483,-106.42293033,35,DIANA DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20711397,True,2025-03-19,N - NOT INJURED,2025,2025,WEDNESDAY,8 PM,TAMPA AVE,31.77488484,-106.41427034,30,N CLARK DR,0,N - NOT INJURED,Cyclist,0
20726384,True,2025-03-23,B - SUSPECTED MINOR INJURY,1800,2025,SUNDAY,6 PM,LA MORENITA CIR,31.66543486,-106.31239037,30,LA MORENITA CIR,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20746515,True,2025-04-07,B - SUSPECTED MINOR INJURY,937,2025,MONDAY,9 AM,VISTA DEL SOL DR,31.74966484,-106.29188037,30,GENE TORRES DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20760239,True,2025-04-11,C - POSSIBLE INJURY,2100,2025,FRIDAY,9 PM,MT CARMEL AVE,31.69073485,-106.32811037,30,S ZARAGOZA RD,0,C - POSSIBLE INJURY,Pedestrian,151600
20762299,True,2025-04-16,C - POSSIBLE INJURY,750,2025,WEDNESDAY,7 AM,E SAN ANTONIO AVE,31.75899485,-106.48376033,30,S CAMPBELL ST,0,C - POSSIBLE INJURY,Pedestrian,151600
20826773,True,2025-05-15,B - SUSPECTED MINOR INJURY,723,2025,THURSDAY,7 AM,BISHOP FLORES DR,31.85925484,-106.5649603,35,THORN AVE,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20826651,True,2025-05-16,C - POSSIBLE INJURY,839,2025,FRIDAY,8 AM,,31.78103484,-106.46147033,30,WYOMING AVE,0,C - POSSIBLE INJURY,Pedestrian,151600
20824388,True,2025-05-20,C - POSSIBLE INJURY,840,2025,TUESDAY,8 AM,GEORGE DIETER DR,31.79050484,-106.30232036,40,EDGEMERE BLVD,0,C - POSSIBLE INJURY,Cyclist,151600
