Crash_ID,At_Intersection_Flag,Crash_Date,Crash_Severity,Crash_Time,Crash_Year,Day_of_Week,Hour_of_Day,Intersecting_Street_Name,Latitude,Longitude,Speed_Limit,Street_Name,Person_Death_Count,Person_Injury_Severity,Person_Type,KABCO_USD_Value
19370971,True,2023-02-03,C - POSSIBLE INJURY,1809,2023,FRIDAY,6 PM,TEXAS AVE,31.75997485,-106.48542033,30,N KANSAS ST,0,C - POSSIBLE INJURY,Pedestrian,151600
19433627,True,2023-02-03,B - SUSPECTED MINOR INJURY,1641,2023,FRIDAY,4 PM,LOMA DEL SOL DR,31.94062482,-106.44245033,40,LOMA CLARA CT,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
19382347,True,2023-02-09,B - SUSPECTED MINOR INJURY,1548,2023,THURSDAY,3 PM,E SCHUSTER AVE,31.77867485,-106.48722032,35,BROWN ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19389757,True,2023-02-14,B - SUSPECTED MINOR INJURY,1318,2023,TUESDAY,1 PM,ARIZONA AVE,31.76483485,-106.49375032,30,N OREGON ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19444184,True,2023-03-18,B - SUSPECTED MINOR INJURY,253,2023,SATURDAY,2 AM,W ROBINSON AVE,31.77567485,-106.50335032,30,W ROBINSON AVE,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19456082,True,2023-03-23,C - POSSIBLE INJURY,800,2023,THURSDAY,8 AM,MYRTLE AVE,31.76247485,-106.47977033,35,ANGE ST,0,C - POSSIBLE INJURY,Pedestrian,151600
19476535,True,2023-04-04,B - SUSPECTED MINOR INJURY,1830,2023,TUESDAY,6 PM,VISTA DEL SOL DR,31.75434272,-106.33801156,35,VISTA DEL SOL DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19503334,True,2023-04-18,C - POSSIBLE INJURY,1605,2023,TUESDAY,4 PM,LOS ANGELES DR,31.75990485,-106.49773032,30,MUNDY DR,0,C - POSSIBLE INJURY,Cyclist,151600
19502014,True,2023-04-20,B - SUSPECTED MINOR INJURY,1039,2023,THURSDAY,10 AM,N PIEDRAS ST,31.78173484,-106.46144033,35,E YANDELL DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19511993,True,2023-04-26,C - POSSIBLE INJURY,805,2023,WEDNESDAY,8 AM,MATAGORDA ST,31.78377484,-106.31011036,35,PEBBLE HILLS BLVD,0,C - POSSIBLE INJURY,Pedestrian,151600
19529840,True,2023-04-29,B - SUSPECTED MINOR INJURY,1800,2023,SATURDAY,6 PM,NOLAN RICHARDSON DR,31.79229483,-106.27636037,40,EDGEMERE BLVD,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19529851,True,2023-05-01,B - SUSPECTED MINOR INJURY,1917,2023,MONDAY,7 PM,RED SAILS DR,31.79045484,-106.31286036,35,EDGEMERE BLVD,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
19531396,True,2023-05-06,A - SUSPECTED SERIOUS INJURY,958,2023,SATURDAY,9 AM,N RESLER DR,31.85525484,-106.55748031,30,HEMPSTEAD DR,0,A - SUSPECTED SERIOUS INJURY,Cyclist,1432400
19568422,True,2023-05-19,C - POSSIBLE INJURY,723,2023,FRIDAY,7 AM,LOMALAND DR,31.73507485,-106.33373036,30,YERMOLAND DR,0,C - POSSIBLE INJURY,Pedestrian,151600
19578292,True,2023-05-31,B - SUSPECTED MINOR INJURY,2244,2023,WEDNESDAY,10 PM,,31.88069483,-106.61660029,30,ALINA BALTAZAR DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19584656,True,2023-06-02,B - SUSPECTED MINOR INJURY,414,2023,FRIDAY,4 AM,DELTA DR,31.75856485,-106.47366033,35,S COTTON ST,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
19605468,True,2023-06-15,A - SUSPECTED SERIOUS INJURY,932,2023,THURSDAY,9 AM,TEXAS AVE,31.75936485,-106.48634033,30,STANTON ST,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
19633299,True,2023-06-20,B - SUSPECTED MINOR INJURY,1500,2023,TUESDAY,3 PM,CLOUDVIEW DR,31.83699484,-106.55021031,35,N RESLER DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19617248,True,2023-06-24,B - SUSPECTED MINOR INJURY,953,2023,SATURDAY,9 AM,TIERRA ESTE RD,31.77988484,-106.25816038,35,PEBBLE HILLS BLVD,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19635376,True,2023-06-28,C - POSSIBLE INJURY,1636,2023,WEDNESDAY,4 PM,E OVERLAND AVE,31.75809485,-106.48357033,30,S CAMPBELL ST,0,C - POSSIBLE INJURY,Cyclist,151600
19635382,True,2023-06-29,B - SUSPECTED MINOR INJURY,1635,2023,THURSDAY,4 PM,N COTTON ST,31.77781485,-106.47350033,35,ARIZONA AVE,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19634251,True,2023-06-30,B - SUSPECTED MINOR INJURY,1215,2023,FRIDAY,12 PM,MONTANA AVE,31.80292483,-106.29389037,35,LEE BLVD,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19650894,True,2023-07-13,B - SUSPECTED MINOR INJURY,2136,2023,THURSDAY,9 PM,DELTA DR,31.75730485,-106.47896033,30,S SAINT VRAIN ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19705127,True,2023-08-14,B - SUSPECTED MINOR INJURY,948,2023,MONDAY,9 AM,TOM WEISKOPF DR,31.77223484,-106.31988036,40,N LEE TREVINO DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19734451,True,2023-08-25,C - POSSIBLE INJURY,727,2023,FRIDAY,7 AM,RISNER ST,31.79046484,-106.31026036,35,EDGEMERE BLVD,0,C - POSSIBLE INJURY,Cyclist,151600
19133018,True,2022-09-22,C - POSSIBLE INJURY,839,2022,THURSDAY,8 AM,CHARLES FOSTER AVE,31.77652483,-106.21673038,45,JOHN HAYES ST,0,C - POSSIBLE INJURY,Cyclist,151600
19133765,True,2022-09-23,A - SUSPECTED SERIOUS INJURY,948,2022,FRIDAY,9 AM,OLIVE AVE,31.75988485,-106.48012033,30,E SAN ANTONIO AVE,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
19265793,True,2022-12-02,B - SUSPECTED MINOR INJURY,1927,2022,FRIDAY,7 PM,LEE BLVD,31.78244484,-106.29362037,35,PEBBLE HILLS BLVD,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19363814,True,2023-01-25,B - SUSPECTED MINOR INJURY,1634,2023,WEDNESDAY,4 PM,BROOKROCK ST,31.79208484,-106.33033036,35,EDGEMERE BLVD,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19364450,True,2023-01-28,B - SUSPECTED MINOR INJURY,1522,2023,SATURDAY,3 PM,PELL WAY,31.70340152,-106.3200917,45,N ZARAGOZA RD,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19397640,True,2023-02-18,B - SUSPECTED MINOR INJURY,1343,2023,SATURDAY,1 PM,SUN VALLEY DR,31.91054482,-106.42342033,35,RUSHING RD,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19428528,True,2023-03-08,B - SUSPECTED MINOR INJURY,1420,2023,WEDNESDAY,2 PM,PELLICANO DR,31.74434484,-106.30182037,40,GEORGE DIETER DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19463525,True,2023-03-28,K - FATAL INJURY,1322,2023,TUESDAY,1 PM,AMY SUE DR,31.76888484,-106.31773036,35,MONTWOOD DR,1,K - FATAL INJURY,Pedestrian,13749500
19589143,True,2023-06-06,N - NOT INJURED,924,2023,TUESDAY,9 AM,GEORGE DIETER DR,31.74259484,-106.30181037,30,PENDALE RD,0,N - NOT INJURED,Pedestrian,0
19593607,True,2023-06-06,B - SUSPECTED MINOR INJURY,1223,2023,TUESDAY,12 PM,E CLIFF DR,31.77043485,-106.49206032,30,N FLORENCE ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19625167,True,2023-06-26,C - POSSIBLE INJURY,824,2023,MONDAY,8 AM,RICH BEEM BLVD,31.81474483,-106.24784038,30,OSMUNDO NUNEZ CT,0,C - POSSIBLE INJURY,Pedestrian,151600
19624812,True,2023-06-28,B - SUSPECTED MINOR INJURY,745,2023,WEDNESDAY,7 AM,VISTA DEL SOL DR,31.75719484,-106.34790036,30,SUMAC DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19723155,True,2023-08-25,B - SUSPECTED MINOR INJURY,1335,2023,FRIDAY,1 PM,ALTURA AVE,31.79682484,-106.46592033,45,ALABAMA ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19736691,True,2023-08-30,B - SUSPECTED MINOR INJURY,807,2023,WEDNESDAY,8 AM,E UNIVERSITY AVE,31.77497485,-106.49743032,30,N CAMPBELL ST,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
19732811,True,2023-08-31,B - SUSPECTED MINOR INJURY,725,2023,THURSDAY,7 AM,SPANISH POINT DR,31.79385483,-106.21694038,30,JOHN HAYES ST,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
19745465,True,2023-09-04,B - SUSPECTED MINOR INJURY,1853,2023,MONDAY,6 PM,ORIZABA AVE,31.84502485,-106.55813031,30,BELVIDERE ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19764874,True,2023-09-12,B - SUSPECTED MINOR INJURY,510,2023,TUESDAY,5 AM,N OREGON ST,31.76111485,-106.49052033,30,E MISSOURI AVE,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
19772117,True,2023-09-15,A - SUSPECTED SERIOUS INJURY,1400,2023,FRIDAY,2 PM,FIREHOUSE DR,31.75857484,-106.27729037,35,SAUL KLEINFELD DR,0,A - SUSPECTED SERIOUS INJURY,Cyclist,1432400
19784698,True,2023-09-26,B - SUSPECTED MINOR INJURY,748,2023,TUESDAY,7 AM,VIA DESCANSO DR,31.86172483,-106.52402031,30,OJO DE AGUA DR,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
19819095,True,2023-10-12,B - SUSPECTED MINOR INJURY,1726,2023,THURSDAY,5 PM,ANDREW WISEMAN ST,31.81997483,-106.24190038,35,EASTBROOK DR,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
19832656,True,2023-10-14,B - SUSPECTED MINOR INJURY,1300,2023,SATURDAY,1 PM,S SEVILLE DR,31.76025485,-106.40668034,35,DELTA DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19852733,True,2023-10-23,C - POSSIBLE INJURY,1939,2023,MONDAY,7 PM,LEE BLVD,31.78244477,-106.29362544,35,PEBBLE HILLS BLVD,0,C - POSSIBLE INJURY,Pedestrian,151600
19833436,True,2023-10-26,B - SUSPECTED MINOR INJURY,1245,2023,THURSDAY,12 PM,CLOUDVIEW DR,31.83699484,-106.55021031,30,N RESLER DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19841569,True,2023-10-26,A - SUSPECTED SERIOUS INJURY,900,2023,THURSDAY,9 AM,TIERRA NEVADA DR,31.79280483,-106.25553038,40,EDGEMERE BLVD,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
19882044,True,2023-11-04,B - SUSPECTED MINOR INJURY,1400,2023,SATURDAY,2 PM,N GATEWAY BLVD,31.82288484,-106.43711033,55,RAILROAD DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19867940,True,2023-11-06,N - NOT INJURED,759,2023,MONDAY,7 AM,SCOTT SIMPSON DR,31.74612484,-106.30184037,40,GEORGE DIETER DR,0,N - NOT INJURED,Cyclist,0
19870653,True,2023-11-15,C - POSSIBLE INJURY,1801,2023,WEDNESDAY,6 PM,OVEJA AVE,31.84867484,-106.54976031,30,QUERETARO DR,0,C - POSSIBLE INJURY,Pedestrian,151600
19875699,True,2023-11-17,K - FATAL INJURY,425,2023,FRIDAY,4 AM,,31.77705485,-106.47110033,35,MONTANA AVE,1,K - FATAL INJURY,Pedestrian,13749500
19884458,True,2023-11-18,B - SUSPECTED MINOR INJURY,1215,2023,SATURDAY,12 PM,E YANDELL DR,31.77446485,-106.47346033,35,N COTTON ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19882053,True,2023-11-21,B - SUSPECTED MINOR INJURY,1635,2023,TUESDAY,4 PM,RUSHING RD,31.91349482,-106.42229033,30,DONALD DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19895251,True,2023-11-28,C - POSSIBLE INJURY,1536,2023,TUESDAY,3 PM,WYOMING AVE,31.76627485,-106.48439033,30,N SAINT VRAIN ST,0,C - POSSIBLE INJURY,Pedestrian,151600
19895251,True,2023-11-28,C - POSSIBLE INJURY,1536,2023,TUESDAY,3 PM,WYOMING AVE,31.76627485,-106.48439033,30,N SAINT VRAIN ST,0,C - POSSIBLE INJURY,Pedestrian,151600
19895251,True,2023-11-28,C - POSSIBLE INJURY,1536,2023,TUESDAY,3 PM,WYOMING AVE,31.76627485,-106.48439033,30,N SAINT VRAIN ST,0,C - POSSIBLE INJURY,Pedestrian,151600
19902067,True,2023-11-30,N - NOT INJURED,1245,2023,THURSDAY,12 PM,FIREHOUSE DR,31.76154484,-106.27380037,35,MONTWOOD DR,0,N - NOT INJURED,Pedestrian,0
19898767,True,2023-12-01,A - SUSPECTED SERIOUS INJURY,803,2023,FRIDAY,8 AM,E FRANKLIN AVE,31.76207485,-106.48739033,35,N KANSAS ST,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
19899799,True,2023-12-01,B - SUSPECTED MINOR INJURY,1515,2023,FRIDAY,3 PM,ESTHER LAMA DR,31.72371485,-106.30280037,40,GEORGE DIETER,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19927263,True,2023-12-02,A - SUSPECTED SERIOUS INJURY,733,2023,SATURDAY,7 AM,MARCUS URIBE DR,31.93641482,-106.42480033,35,SEAN HAGGERTY DR,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
19937911,True,2023-12-11,B - SUSPECTED MINOR INJURY,1810,2023,MONDAY,6 PM,WESTWIND DR,31.84337484,-106.53565031,40,ESCONDIDO DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19929177,True,2023-12-17,C - POSSIBLE INJURY,1633,2023,SUNDAY,4 PM,SHOPPERS RD,31.87776483,-106.41978033,30,WREN AVE,0,C - POSSIBLE INJURY,Pedestrian,151600
19932826,True,2023-12-19,C - POSSIBLE INJURY,800,2023,TUESDAY,8 AM,MAZATLAN DR,31.74914484,-106.34812036,30,VENADO DR,0,C - POSSIBLE INJURY,Pedestrian,151600
19938484,True,2023-12-22,A - SUSPECTED SERIOUS INJURY,820,2023,FRIDAY,8 AM,N RESLER DR,31.85155484,-106.55515031,35,BELVIDERE ST,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
19940227,True,2023-12-23,C - POSSIBLE INJURY,1525,2023,SATURDAY,3 PM,ECLIPSE ST,31.85489483,-106.44983033,40,HERCULES AVE,0,C - POSSIBLE INJURY,Pedestrian,151600
19947902,True,2023-12-27,C - POSSIBLE INJURY,1700,2023,WEDNESDAY,5 PM,DEER AVE,31.90654482,-106.39421034,35,CROSS ST,0,C - POSSIBLE INJURY,Pedestrian,151600
19961612,True,2024-01-05,N - NOT INJURED,1645,2024,FRIDAY,4 PM,STAHALA DR,31.86975479,-106.4346423,40,HONDO PASS DR,0,N - NOT INJURED,Pedestrian,0
19981254,True,2024-01-17,C - POSSIBLE INJURY,1053,2024,WEDNESDAY,10 AM,N KANSAS ST,31.76645485,-106.49120032,35,ARIZONA AVE,0,C - POSSIBLE INJURY,Pedestrian,151600
19994703,True,2024-01-19,B - SUSPECTED MINOR INJURY,1600,2024,FRIDAY,4 PM,G R CAMPUZANO DR,31.81527,-106.24784038,30,RICH BEEM BLVD,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19990303,True,2024-01-23,A - SUSPECTED SERIOUS INJURY,1911,2024,TUESDAY,7 PM,SIOUX DR,31.78399484,-106.40145034,30,EDGEMERE BLVD,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
20026735,True,2024-02-12,C - POSSIBLE INJURY,1632,2024,MONDAY,4 PM,N KANSAS ST,31.77512485,-106.49887032,-1,KERBEY AVE,0,C - POSSIBLE INJURY,Pedestrian,151600
20027891,True,2024-02-14,B - SUSPECTED MINOR INJURY,1253,2024,WEDNESDAY,12 PM,GEIGER AVE,31.76368484,-106.41180034,30,CARGILL ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20031809,True,2024-02-14,N - NOT INJURED,1300,2024,WEDNESDAY,1 PM,GILES RD,31.74580485,-106.35390036,30,SANTA MONICA CT,0,99 - UNKNOWN,Cyclist,0
20044306,True,2024-02-23,A - SUSPECTED SERIOUS INJURY,732,2024,FRIDAY,7 AM,LOMITA DR,31.72877485,-106.33591036,40,LOMALAND DR,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
20046719,True,2024-02-26,B - SUSPECTED MINOR INJURY,1213,2024,MONDAY,12 PM,HITCHCOCK AVE,31.78847484,-106.32329036,45,N LEE TREVINO DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20047971,True,2024-02-26,B - SUSPECTED MINOR INJURY,859,2024,MONDAY,8 AM,STAHALA DR,31.86975483,-106.43464033,30,STAHALA DR,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20056868,True,2024-03-02,B - SUSPECTED MINOR INJURY,1045,2024,SATURDAY,10 AM,LIMERICK RD,31.78887484,-106.34068036,35,EDGEMERE BLVD,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20079850,True,2024-03-14,C - POSSIBLE INJURY,811,2024,THURSDAY,8 AM,VISTA DEL SOL DR,31.75741484,-106.32948036,35,LOMALAND DR,0,C - POSSIBLE INJURY,Pedestrian,151600
20089743,True,2024-03-19,N - NOT INJURED,1702,2024,TUESDAY,5 PM,W UNIVERSITY AVE,31.77277485,-106.50077032,30,N OREGON ST,0,N - NOT INJURED,Pedestrian,0
20087530,True,2024-03-20,N - NOT INJURED,1945,2024,WEDNESDAY,7 PM,BUCKWOOD DR,31.76683484,-106.35045036,45,WEDGEWOOD DR,0,N - NOT INJURED,Pedestrian,0
20097961,True,2024-03-26,C - POSSIBLE INJURY,1340,2024,TUESDAY,1 PM,MONTWOOD DR,31.76888499,-106.31772007,35,MONTWOOD DR,0,C - POSSIBLE INJURY,Cyclist,151600
20111256,True,2024-04-03,B - SUSPECTED MINOR INJURY,750,2024,WEDNESDAY,7 AM,DEAN JONES DR,31.76281484,-106.28445037,30,SCHOOL LN,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20155004,True,2024-04-28,C - POSSIBLE INJURY,2100,2024,SUNDAY,9 PM,E GLEN DR,31.77198484,-106.30160037,30,LAKE OMEGA ST,0,C - POSSIBLE INJURY,Pedestrian,151600
20173642,True,2024-04-30,B - SUSPECTED MINOR INJURY,1550,2024,TUESDAY,3 PM,DAVID CARRASCO DR,31.78142817,-106.30228293,40,GEORGE DIETER DR,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20167346,True,2024-05-01,C - POSSIBLE INJURY,1636,2024,WEDNESDAY,4 PM,N PIEDRAS ST,31.78103484,-106.46147033,35,WYOMING AVE,0,C - POSSIBLE INJURY,Pedestrian,151600
20167346,True,2024-05-01,C - POSSIBLE INJURY,1636,2024,WEDNESDAY,4 PM,N PIEDRAS ST,31.78103484,-106.46147033,35,WYOMING AVE,0,C - POSSIBLE INJURY,Pedestrian,151600
20185658,True,2024-05-02,C - POSSIBLE INJURY,1653,2024,THURSDAY,4 PM,ATLAS AVE,31.85082322,-106.43647033,30,CLIO ST,0,C - POSSIBLE INJURY,Pedestrian,151600
20188293,True,2024-05-05,B - SUSPECTED MINOR INJURY,2145,2024,SUNDAY,9 PM,SOCORRO RD,31.68946485,-106.32842037,35,S ZARAGOZA RD,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20179517,True,2024-05-10,N - NOT INJURED,840,2024,FRIDAY,8 AM,N RESLER DR,31.83699484,-106.55021031,40,CLOUDVIEW DR,0,N - NOT INJURED,Pedestrian,0
20189215,True,2024-05-17,A - SUSPECTED SERIOUS INJURY,2100,2024,FRIDAY,9 PM,LEO ST,31.85149483,-106.44542033,30,ATLAS AVE,0,A - SUSPECTED SERIOUS INJURY,Pedestrian,1432400
20192443,True,2024-05-19,C - POSSIBLE INJURY,1921,2024,SUNDAY,7 PM,HARKIS RD,31.78372484,-106.28938037,30,PRATT AVE,0,C - POSSIBLE INJURY,Pedestrian,151600
20203751,True,2024-05-24,B - SUSPECTED MINOR INJURY,731,2024,FRIDAY,7 AM,RHEIMS CT,31.88972482,-106.40656034,35,MCCOMBS ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20257770,True,2024-05-30,B - SUSPECTED MINOR INJURY,1347,2024,THURSDAY,1 PM,BREEN ISABEL,31.79693483,-106.25911037,30,TIERRA INCA DR,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20225594,True,2024-06-07,B - SUSPECTED MINOR INJURY,823,2024,FRIDAY,8 AM,RABE CT,31.70240485,-106.32152037,35,N ZARAGOZA RD,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20263776,True,2024-06-19,B - SUSPECTED MINOR INJURY,1500,2024,WEDNESDAY,3 PM,RAY MENA LN,31.93552482,-106.42807033,35,MARCUS URIBE DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20254912,True,2024-06-24,B - SUSPECTED MINOR INJURY,655,2024,MONDAY,6 AM,S CAMPBELL ST,31.75899485,-106.48376033,35,E SAN ANTONIO AVE,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20272563,True,2024-07-04,B - SUSPECTED MINOR INJURY,2127,2024,THURSDAY,9 PM,HOLLY SPRINGS AVE,31.78474756,-106.20820042,35,MIKE PRICE DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20305739,True,2024-07-22,B - SUSPECTED MINOR INJURY,2005,2024,MONDAY,8 PM,LAKE ALICE DR,31.77329484,-106.29675037,35,TRAWOOD DR,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20305643,True,2024-07-26,C - POSSIBLE INJURY,713,2024,FRIDAY,7 AM,BOMARC ST,31.89938482,-106.39935034,40,WOODROW BEAN TRANSMOUNTAIN DR,0,C - POSSIBLE INJURY,Pedestrian,151600
20322016,True,2024-08-04,B - SUSPECTED MINOR INJURY,1847,2024,SUNDAY,6 PM,BACKUS ST,31.77386484,-106.36177035,35,MONTWOOD DR,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20338551,True,2024-08-14,B - SUSPECTED MINOR INJURY,1935,2024,WEDNESDAY,7 PM,JEWEL POINT PL,31.79649483,-106.22162038,45,EDGEMERE BLVD,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20348949,True,2024-08-20,B - SUSPECTED MINOR INJURY,2245,2024,TUESDAY,10 PM,SAL BERROTERAN DR,31.78468484,-106.28003037,30,STONE CASTLE DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19787379,True,2023-10-02,N - NOT INJURED,932,2023,MONDAY,9 AM,N COTTON ST,31.76443485,-106.47357033,35,MAGOFFIN AVE,0,N - NOT INJURED,Pedestrian,0
19788037,True,2023-10-02,A - SUSPECTED SERIOUS INJURY,1710,2023,MONDAY,5 PM,S ASCARATE ST,31.75990485,-106.40884034,35,DELTA DR,0,A - SUSPECTED SERIOUS INJURY,Cyclist,1432400
19855432,True,2023-11-06,C - POSSIBLE INJURY,1200,2023,MONDAY,12 PM,ROBERT WYNN ST,31.76925484,-106.30691037,45,MONTWOOD DR,0,C - POSSIBLE INJURY,Pedestrian,151600
19920190,True,2023-12-06,B - SUSPECTED MINOR INJURY,1710,2023,WEDNESDAY,5 PM,,31.76119485,-106.48522033,35,N CAMPBELL ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19921686,True,2023-12-11,B - SUSPECTED MINOR INJURY,1217,2023,MONDAY,12 PM,W ROBINSON AVE,31.77567485,-106.50335032,30,N OREGON ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
19952568,True,2023-12-26,N - NOT INJURED,2033,2023,TUESDAY,8 PM,N RAYNOR ST,31.78764484,-106.45881033,35,GRANT AVE,0,N - NOT INJURED,Pedestrian,0
20020395,True,2024-02-06,B - SUSPECTED MINOR INJURY,1222,2024,TUESDAY,12 PM,N COTTON ST,31.77331485,-106.47347033,30,WYOMING AVE,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20213568,True,2024-05-31,B - SUSPECTED MINOR INJURY,637,2024,FRIDAY,6 AM,HUECO AVE,31.78371484,-106.45688033,35,MONTANA AVE,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20312524,True,2024-07-29,A - SUSPECTED SERIOUS INJURY,1548,2024,MONDAY,3 PM,N LAUREL ST,31.77601485,-106.47457033,30,E RIO GRANDE AVE,0,A - SUSPECTED SERIOUS INJURY,Cyclist,1432400
20389853,True,2024-09-08,B - SUSPECTED MINOR INJURY,1216,2024,SUNDAY,12 PM,JUSTUS ST,31.80493484,-106.45531033,30,PORTER AVE,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20383354,True,2024-09-09,B - SUSPECTED MINOR INJURY,940,2024,MONDAY,9 AM,INDUSTRIAL AVE,31.76845484,-106.37912035,35,HAWKINS BLVD,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20387846,True,2024-09-11,B - SUSPECTED MINOR INJURY,847,2024,WEDNESDAY,8 AM,RAMADA DR,31.84554484,-106.55134031,40,N RESLER DR,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20400902,True,2024-09-20,A - SUSPECTED SERIOUS INJURY,802,2024,FRIDAY,8 AM,N RESLER DR,31.85935484,-106.5579603,45,E REDD RD,0,A - SUSPECTED SERIOUS INJURY,Cyclist,1432400
20408050,True,2024-09-20,B - SUSPECTED MINOR INJURY,1610,2024,FRIDAY,4 PM,MONTANA AVE,31.78364484,-106.42424034,35,ARGENTINA ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20423203,True,2024-10-01,B - SUSPECTED MINOR INJURY,1730,2024,TUESDAY,5 PM,N COTTON ST,31.77261485,-106.47348033,35,N WILLIAMS ST,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
20452986,True,2024-10-18,K - FATAL INJURY,35,2024,FRIDAY,12 AM,,31.844634,-106.59751971,35,COUNTRY CLUB RD,1,K - FATAL INJURY,Pedestrian,13749500
20463997,True,2024-10-22,B - SUSPECTED MINOR INJURY,1002,2024,TUESDAY,10 AM,S KANSAS ST,31.75784485,-106.48458033,30,E OVERLAND AVE,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20464621,True,2024-10-23,C - POSSIBLE INJURY,1518,2024,WEDNESDAY,3 PM,S MESA ST,31.75211485,-106.48498033,30,E 6TH AVE,0,C - POSSIBLE INJURY,Pedestrian,151600
20502235,True,2024-11-13,B - SUSPECTED MINOR INJURY,751,2024,WEDNESDAY,7 AM,SAUL KLEINFELD DR,31.76719484,-106.28501037,35,MONTWOOD DR,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
20506958,True,2024-11-15,C - POSSIBLE INJURY,1517,2024,FRIDAY,3 PM,N OREGON ST,31.76917485,-106.49755032,30,W SCHUSTER AVE,0,C - POSSIBLE INJURY,Pedestrian,151600
20516747,True,2024-11-15,C - POSSIBLE INJURY,809,2024,FRIDAY,8 AM,JOHN HAYES ST,31.78965483,-106.21689038,35,RALPH SEITSINGER DR,0,C - POSSIBLE INJURY,Cyclist,151600
