OBJECTID,Crash_ID,At_Intersection_Flag,Crash_Date,Crash_Severity,Crash_Time,Crash_Year,Day_of_Week,Hour_of_Day,Intersecting_Street_Name,Latitude,Longitude,Speed_Limit,Street_Name,Person_Death_Count,Person_Injury_Severity,Person_Type,KABCO_USD_Value
20735,20811477,True,2025-05-13,N - NOT INJURED,825,2025,TUESDAY,8 AM,E MISSOURI AVE,31.76281485,-106.4880403,35,N KANSAS ST,0,N - NOT INJURED,Motorist,0
21019,20841502,True,2025-05-27,N - NOT INJURED,1027,2025,TUESDAY,10 AM,E FRANKLIN AVE,31.76207485,-106.4873903,40,N KANSAS ST,0,N - NOT INJURED,Motorist,0
21020,20841502,True,2025-05-27,N - NOT INJURED,1027,2025,TUESDAY,10 AM,E FRANKLIN AVE,31.76207485,-106.4873903,40,N KANSAS ST,0,N - NOT INJURED,Motorist,0
21169,20877144,True,2025-06-05,N - NOT INJURED,932,2025,THURSDAY,9 AM,N OREGON ST,31.76111485,-106.4905203,-1,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
21170,20877144,True,2025-06-05,N - NOT INJURED,932,2025,THURSDAY,9 AM,N OREGON ST,31.76111485,-106.4905203,-1,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
21235,20855461,True,2025-06-09,N - NOT INJURED,810,2025,MONDAY,8 AM,N STANTON ST,31.76153485,-106.4882103,30,E FRANKLIN AVE,0,N - NOT INJURED,Motorist,0
21236,20855461,True,2025-06-09,N - NOT INJURED,810,2025,MONDAY,8 AM,N STANTON ST,31.76153485,-106.4882103,30,E FRANKLIN AVE,0,N - NOT INJURED,Motorist,0
21237,20855461,True,2025-06-09,N - NOT INJURED,810,2025,MONDAY,8 AM,N STANTON ST,31.76153485,-106.4882103,30,E FRANKLIN AVE,0,N - NOT INJURED,Motorist,0
21248,20855464,True,2025-06-10,C - POSSIBLE INJURY,1923,2025,TUESDAY,7 PM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,151600
21249,20855464,True,2025-06-10,C - POSSIBLE INJURY,1923,2025,TUESDAY,7 PM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,N SANTA FE ST,0,C - POSSIBLE INJURY,Motorist,151600
21250,20855464,True,2025-06-10,C - POSSIBLE INJURY,1923,2025,TUESDAY,7 PM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,151600
21548,20917388,True,2025-06-29,B - SUSPECTED MINOR INJURY,750,2025,SUNDAY,7 AM,E MISSOURI AVE,31.76281485,-106.4880403,35,N KANSAS ST,0,N - NOT INJURED,Motorist,303200
21549,20917388,True,2025-06-29,B - SUSPECTED MINOR INJURY,750,2025,SUNDAY,7 AM,E MISSOURI AVE,31.76281485,-106.4880403,35,N KANSAS ST,0,N - NOT INJURED,Motorist,303200
21550,20917388,True,2025-06-29,B - SUSPECTED MINOR INJURY,750,2025,SUNDAY,7 AM,E MISSOURI AVE,31.76281485,-106.4880403,35,N KANSAS ST,0,B - SUSPECTED MINOR INJURY,Motorist,303200
21579,20889837,True,2025-07-01,N - NOT INJURED,2000,2025,TUESDAY,8 PM,N MESA ST,31.75881485,-106.4871503,30,TEXAS AVE,0,99 - UNKNOWN,Motorist,0
21580,20889837,True,2025-07-01,N - NOT INJURED,2000,2025,TUESDAY,8 PM,N MESA ST,31.75881485,-106.4871503,30,TEXAS AVE,0,N - NOT INJURED,Motorist,0
21581,20889837,True,2025-07-01,N - NOT INJURED,2000,2025,TUESDAY,8 PM,N MESA ST,31.75881485,-106.4871503,30,TEXAS AVE,0,N - NOT INJURED,Motorist,0
21582,20889837,True,2025-07-01,N - NOT INJURED,2000,2025,TUESDAY,8 PM,N MESA ST,31.75881485,-106.4871503,30,TEXAS AVE,0,N - NOT INJURED,Motorist,0
21694,20906017,True,2025-07-09,N - NOT INJURED,1854,2025,WEDNESDAY,6 PM,S SANTA FE ST,31.75643036,-106.4897389,-1,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
21695,20906017,True,2025-07-09,N - NOT INJURED,1854,2025,WEDNESDAY,6 PM,S SANTA FE ST,31.75643036,-106.4897389,-1,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
21696,20906017,True,2025-07-09,N - NOT INJURED,1854,2025,WEDNESDAY,6 PM,S SANTA FE ST,31.75643036,-106.4897389,-1,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
21697,20906017,True,2025-07-09,N - NOT INJURED,1854,2025,WEDNESDAY,6 PM,S SANTA FE ST,31.75643036,-106.4897389,-1,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
21698,20906017,True,2025-07-09,N - NOT INJURED,1854,2025,WEDNESDAY,6 PM,S SANTA FE ST,31.75643036,-106.4897389,-1,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
21699,20906017,True,2025-07-09,N - NOT INJURED,1854,2025,WEDNESDAY,6 PM,S SANTA FE ST,31.75643036,-106.4897389,-1,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
21700,20906017,True,2025-07-09,N - NOT INJURED,1854,2025,WEDNESDAY,6 PM,S SANTA FE ST,31.75643036,-106.4897389,-1,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
21701,20906017,True,2025-07-09,N - NOT INJURED,1854,2025,WEDNESDAY,6 PM,S SANTA FE ST,31.75643036,-106.4897389,-1,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
21970,20931023,True,2025-07-25,C - POSSIBLE INJURY,2322,2025,FRIDAY,11 PM,S OREGON ST,31.75802485,-106.4879603,30,N OREGON ST,0,N - NOT INJURED,Motorist,151600
21971,20931023,True,2025-07-25,C - POSSIBLE INJURY,2322,2025,FRIDAY,11 PM,S OREGON ST,31.75802485,-106.4879603,30,N OREGON ST,0,C - POSSIBLE INJURY,Motorist,151600
22047,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22048,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22049,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22050,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22051,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22052,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22053,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22054,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22055,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22056,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22057,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22058,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22059,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22060,20939726,True,2025-08-02,N - NOT INJURED,1704,2025,SATURDAY,5 PM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,0
22308,20962920,True,2025-08-13,N - NOT INJURED,912,2025,WEDNESDAY,9 AM,W 4TH AVE,31.75314485,-106.4887003,30,S SANTA FE ST,0,99 - UNKNOWN,Motorist,0
22309,20962920,True,2025-08-13,N - NOT INJURED,912,2025,WEDNESDAY,9 AM,W 4TH AVE,31.75314485,-106.4887003,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
22388,20990499,True,2025-08-19,N - NOT INJURED,1420,2025,TUESDAY,2 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
22389,20990499,True,2025-08-19,N - NOT INJURED,1420,2025,TUESDAY,2 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
22793,20543575,True,2024-11-20,N - NOT INJURED,950,2024,WEDNESDAY,9 AM,UNKNOWN,31.76079485,-106.4875703,35,E MAIN DR,0,N - NOT INJURED,Motorist,0
22794,20543575,True,2024-11-20,N - NOT INJURED,950,2024,WEDNESDAY,9 AM,UNKNOWN,31.76079485,-106.4875703,35,E MAIN DR,0,N - NOT INJURED,Motorist,0
22857,20575714,True,2024-12-09,N - NOT INJURED,908,2024,MONDAY,9 AM,E MISSOURI AVE,31.76281485,-106.4880403,35,N KANSAS ST,0,N - NOT INJURED,Motorist,0
22875,20574215,True,2024-12-22,C - POSSIBLE INJURY,224,2024,SUNDAY,2 AM,E MISSOURI AVE,31.76111485,-106.4905203,35,N OREGON ST,0,N - NOT INJURED,Motorist,151600
22876,20574215,True,2024-12-22,C - POSSIBLE INJURY,224,2024,SUNDAY,2 AM,E MISSOURI AVE,31.76111485,-106.4905203,35,N OREGON ST,0,C - POSSIBLE INJURY,Motorist,151600
22911,20608835,True,2024-12-30,N - NOT INJURED,1325,2024,MONDAY,1 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
22912,20608835,True,2024-12-30,N - NOT INJURED,1325,2024,MONDAY,1 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
23069,20674673,True,2025-02-25,N - NOT INJURED,50,2025,TUESDAY,12 AM,S CAMPBELL ST,31.75899485,-106.4837603,30,E SAN ANTONIO AVE,0,99 - UNKNOWN,Motorist,0
23070,20674673,True,2025-02-25,N - NOT INJURED,50,2025,TUESDAY,12 AM,S CAMPBELL ST,31.75899485,-106.4837603,30,E SAN ANTONIO AVE,0,N - NOT INJURED,Motorist,0
23149,20738831,True,2025-03-30,N - NOT INJURED,1028,2025,SUNDAY,10 AM,E MISSOURI AVE,31.76281485,-106.4880403,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
23150,20738831,True,2025-03-30,N - NOT INJURED,1028,2025,SUNDAY,10 AM,E MISSOURI AVE,31.76281485,-106.4880403,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
23151,20738831,True,2025-03-30,N - NOT INJURED,1028,2025,SUNDAY,10 AM,E MISSOURI AVE,31.76281485,-106.4880403,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
23152,20738831,True,2025-03-30,N - NOT INJURED,1028,2025,SUNDAY,10 AM,E MISSOURI AVE,31.76281485,-106.4880403,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
23888,21010500,True,2025-09-12,B - SUSPECTED MINOR INJURY,1214,2025,FRIDAY,12 PM,N KANSAS ST,31.76207485,-106.4873903,30,E FRANKLIN AVE,0,N - NOT INJURED,Motorist,303200
23889,21010500,True,2025-09-12,B - SUSPECTED MINOR INJURY,1214,2025,FRIDAY,12 PM,N KANSAS ST,31.76207485,-106.4873903,30,E FRANKLIN AVE,0,B - SUSPECTED MINOR INJURY,Cyclist,303200
24437,21054028,True,2025-10-07,B - SUSPECTED MINOR INJURY,758,2025,TUESDAY,7 AM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,N - NOT INJURED,Motorist,303200
24438,21054028,True,2025-10-07,B - SUSPECTED MINOR INJURY,758,2025,TUESDAY,7 AM,TEXAS AVE,31.75936485,-106.4863403,30,STANTON ST,0,B - SUSPECTED MINOR INJURY,Pedestrian,303200
24738,21089035,True,2025-10-21,N - NOT INJURED,1300,2025,TUESDAY,1 PM,W OVERLAND AVE,31.75643485,-106.4897403,35,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
24739,21089035,True,2025-10-21,N - NOT INJURED,1300,2025,TUESDAY,1 PM,W OVERLAND AVE,31.75643485,-106.4897403,35,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
24830,21087958,True,2025-10-26,C - POSSIBLE INJURY,1205,2025,SUNDAY,12 PM,TEXAS AVE,31.76048485,-106.4846203,35,N CAMPBELL ST,0,N - NOT INJURED,Motorist,151600
24831,21087958,True,2025-10-26,C - POSSIBLE INJURY,1205,2025,SUNDAY,12 PM,TEXAS AVE,31.76048485,-106.4846203,35,N CAMPBELL ST,0,C - POSSIBLE INJURY,Motorist,151600
24832,21087958,True,2025-10-26,C - POSSIBLE INJURY,1205,2025,SUNDAY,12 PM,TEXAS AVE,31.76048485,-106.4846203,35,N CAMPBELL ST,0,N - NOT INJURED,Motorist,151600
24833,21087958,True,2025-10-26,C - POSSIBLE INJURY,1205,2025,SUNDAY,12 PM,TEXAS AVE,31.76048485,-106.4846203,35,N CAMPBELL ST,0,C - POSSIBLE INJURY,Motorist,151600
24990,21103293,True,2025-11-01,N - NOT INJURED,1827,2025,SATURDAY,6 PM,E MAIN ST,31.76187485,-106.4858303,35,N CAMPBELL ST,0,N - NOT INJURED,Motorist,0
24991,21103293,True,2025-11-01,N - NOT INJURED,1827,2025,SATURDAY,6 PM,E MAIN ST,31.76187485,-106.4858303,35,N CAMPBELL ST,0,N - NOT INJURED,Motorist,0
24992,21103293,True,2025-11-01,N - NOT INJURED,1827,2025,SATURDAY,6 PM,E MAIN ST,31.76187485,-106.4858303,35,N CAMPBELL ST,0,N - NOT INJURED,Motorist,0
24993,21103293,True,2025-11-01,N - NOT INJURED,1827,2025,SATURDAY,6 PM,E MAIN ST,31.76187485,-106.4858303,35,N CAMPBELL ST,0,N - NOT INJURED,Motorist,0
24994,21103293,True,2025-11-01,N - NOT INJURED,1827,2025,SATURDAY,6 PM,E MAIN ST,31.76187485,-106.4858303,35,N CAMPBELL ST,0,N - NOT INJURED,Motorist,0
25122,21114372,True,2025-11-07,N - NOT INJURED,1420,2025,FRIDAY,2 PM,N KANSAS ST,31.76207485,-106.4873903,30,E FRANKLIN AVE,0,N - NOT INJURED,Motorist,0
25123,21114372,True,2025-11-07,N - NOT INJURED,1420,2025,FRIDAY,2 PM,N KANSAS ST,31.76207485,-106.4873903,30,E FRANKLIN AVE,0,N - NOT INJURED,Motorist,0
25185,21119638,True,2025-11-10,B - SUSPECTED MINOR INJURY,1320,2025,MONDAY,1 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,N - NOT INJURED,Motorist,303200
25186,21119638,True,2025-11-10,B - SUSPECTED MINOR INJURY,1320,2025,MONDAY,1 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,B - SUSPECTED MINOR INJURY,Motorist,303200
25187,21119638,True,2025-11-10,B - SUSPECTED MINOR INJURY,1320,2025,MONDAY,1 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,N - NOT INJURED,Motorist,303200
25417,21139802,True,2025-11-22,B - SUSPECTED MINOR INJURY,1317,2025,SATURDAY,1 PM,E MAIN ST,31.76134485,-106.4867103,30,N KANSAS ST,0,N - NOT INJURED,Motorist,303200
25418,21139802,True,2025-11-22,B - SUSPECTED MINOR INJURY,1317,2025,SATURDAY,1 PM,E MAIN ST,31.76134485,-106.4867103,30,N KANSAS ST,0,N - NOT INJURED,Motorist,303200
25419,21139802,True,2025-11-22,B - SUSPECTED MINOR INJURY,1317,2025,SATURDAY,1 PM,E MAIN ST,31.76134485,-106.4867103,30,N KANSAS ST,0,B - SUSPECTED MINOR INJURY,Motorist,303200
25457,21154867,True,2025-11-22,N - NOT INJURED,1848,2025,SATURDAY,6 PM,N SANTA FE ST,31.75720485,-106.4899903,35,W SAN ANTONIO AVE,0,N - NOT INJURED,Motorist,0
25458,21154867,True,2025-11-22,N - NOT INJURED,1848,2025,SATURDAY,6 PM,N SANTA FE ST,31.75720485,-106.4899903,35,W SAN ANTONIO AVE,0,N - NOT INJURED,Motorist,0
25527,21154288,True,2025-11-25,C - POSSIBLE INJURY,1723,2025,TUESDAY,5 PM,E 4TH AVE,31.75363485,-106.4865603,35,S OREGON ST,0,N - NOT INJURED,Motorist,151600
25528,21154288,True,2025-11-25,C - POSSIBLE INJURY,1723,2025,TUESDAY,5 PM,E 4TH AVE,31.75363485,-106.4865603,35,S OREGON ST,0,C - POSSIBLE INJURY,Pedestrian,151600
25826,21173122,True,2025-12-10,N - NOT INJURED,1422,2025,WEDNESDAY,2 PM,E SAN ANTONIO AVE,31.75875485,-106.4848103,30,S KANSAS ST,0,N - NOT INJURED,Motorist,0
25827,21173122,True,2025-12-10,N - NOT INJURED,1422,2025,WEDNESDAY,2 PM,E SAN ANTONIO AVE,31.75875485,-106.4848103,30,S KANSAS ST,0,N - NOT INJURED,Motorist,0
25828,21173122,True,2025-12-10,N - NOT INJURED,1422,2025,WEDNESDAY,2 PM,E SAN ANTONIO AVE,31.75875485,-106.4848103,30,S KANSAS ST,0,N - NOT INJURED,Motorist,0
25829,21173122,True,2025-12-10,N - NOT INJURED,1422,2025,WEDNESDAY,2 PM,E SAN ANTONIO AVE,31.75875485,-106.4848103,30,S KANSAS ST,0,N - NOT INJURED,Motorist,0
25832,21173495,True,2025-12-10,N - NOT INJURED,2015,2025,WEDNESDAY,8 PM,W OVERLAND AVE,31.75643485,-106.4897403,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
25833,21173495,True,2025-12-10,N - NOT INJURED,2015,2025,WEDNESDAY,8 PM,W OVERLAND AVE,31.75643485,-106.4897403,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
25948,21177717,True,2025-12-14,N - NOT INJURED,1251,2025,SUNDAY,12 PM,US 85,31.75494485,-106.4892303,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
25949,21177717,True,2025-12-14,N - NOT INJURED,1251,2025,SUNDAY,12 PM,US 85,31.75494485,-106.4892303,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
25950,21177717,True,2025-12-14,N - NOT INJURED,1251,2025,SUNDAY,12 PM,US 85,31.75494485,-106.4892303,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
25951,21177717,True,2025-12-14,N - NOT INJURED,1251,2025,SUNDAY,12 PM,US 85,31.75494485,-106.4892303,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
25952,21177717,True,2025-12-14,N - NOT INJURED,1251,2025,SUNDAY,12 PM,US 85,31.75494485,-106.4892303,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
26046,21189055,True,2025-12-18,B - SUSPECTED MINOR INJURY,329,2025,THURSDAY,3 AM,W FRANKLIN AVE,31.75937485,-106.4916203,30,N SANTA FE ST,0,B - SUSPECTED MINOR INJURY,Motorist,303200
26047,21189055,True,2025-12-18,B - SUSPECTED MINOR INJURY,329,2025,THURSDAY,3 AM,W FRANKLIN AVE,31.75937485,-106.4916203,30,N SANTA FE ST,0,B - SUSPECTED MINOR INJURY,Motorist,303200
26048,21189055,True,2025-12-18,B - SUSPECTED MINOR INJURY,329,2025,THURSDAY,3 AM,W FRANKLIN AVE,31.75937485,-106.4916203,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,303200
26089,21190260,True,2025-12-20,C - POSSIBLE INJURY,2005,2025,SATURDAY,8 PM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,N SANTA FE ST,0,N - NOT INJURED,Motorist,151600
26090,21190260,True,2025-12-20,C - POSSIBLE INJURY,2005,2025,SATURDAY,8 PM,W SAN ANTONIO AVE,31.75720485,-106.4899903,30,N SANTA FE ST,0,C - POSSIBLE INJURY,Pedestrian,151600
26096,21196026,True,2025-12-20,N - NOT INJURED,1610,2025,SATURDAY,4 PM,E FRANKLIN AVE,31.76207485,-106.4873903,40,N KANSAS ST,0,N - NOT INJURED,Motorist,0
26097,21196026,True,2025-12-20,N - NOT INJURED,1610,2025,SATURDAY,4 PM,E FRANKLIN AVE,31.76207485,-106.4873903,40,N KANSAS ST,0,N - NOT INJURED,Motorist,0
26098,21196026,True,2025-12-20,N - NOT INJURED,1610,2025,SATURDAY,4 PM,E FRANKLIN AVE,31.76207485,-106.4873903,40,N KANSAS ST,0,N - NOT INJURED,Motorist,0
26099,21196026,True,2025-12-20,N - NOT INJURED,1610,2025,SATURDAY,4 PM,E FRANKLIN AVE,31.76207485,-106.4873903,40,N KANSAS ST,0,N - NOT INJURED,Motorist,0
26100,21196026,True,2025-12-20,N - NOT INJURED,1610,2025,SATURDAY,4 PM,E FRANKLIN AVE,31.76207485,-106.4873903,40,N KANSAS ST,0,N - NOT INJURED,Motorist,0
26101,21196026,True,2025-12-20,N - NOT INJURED,1610,2025,SATURDAY,4 PM,E FRANKLIN AVE,31.76207485,-106.4873903,40,N KANSAS ST,0,N - NOT INJURED,Motorist,0
26105,21200838,True,2025-12-20,N - NOT INJURED,2143,2025,SATURDAY,9 PM,W FRANKLIN AVE,31.75937485,-106.4916203,35,N SANTA FE ST,0,99 - UNKNOWN,Motorist,0
26106,21200838,True,2025-12-20,N - NOT INJURED,2143,2025,SATURDAY,9 PM,W FRANKLIN AVE,31.75937485,-106.4916203,35,N SANTA FE ST,0,99 - UNKNOWN,Motorist,0
26107,21200838,True,2025-12-20,N - NOT INJURED,2143,2025,SATURDAY,9 PM,W FRANKLIN AVE,31.75937485,-106.4916203,35,N SANTA FE ST,0,N - NOT INJURED,Motorist,0
26108,21200838,True,2025-12-20,N - NOT INJURED,2143,2025,SATURDAY,9 PM,W FRANKLIN AVE,31.75937485,-106.4916203,35,N SANTA FE ST,0,N - NOT INJURED,Motorist,0
26563,21250770,True,2026-01-16,N - NOT INJURED,1204,2026,FRIDAY,12 PM,E MAIN ST,31.76187485,-106.4858303,35,N CAMPBELL ST,0,N - NOT INJURED,Motorist,0
26564,21250770,True,2026-01-16,N - NOT INJURED,1204,2026,FRIDAY,12 PM,E MAIN ST,31.76187485,-106.4858303,35,N CAMPBELL ST,0,N - NOT INJURED,Motorist,0
26588,21234122,True,2026-01-19,N - NOT INJURED,1810,2026,MONDAY,6 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
26589,21234122,True,2026-01-19,N - NOT INJURED,1810,2026,MONDAY,6 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
26590,21234122,True,2026-01-19,N - NOT INJURED,1810,2026,MONDAY,6 PM,E FRANKLIN AVE,31.76207485,-106.4873903,30,N KANSAS ST,0,N - NOT INJURED,Motorist,0
26601,21240036,True,2026-01-19,C - POSSIBLE INJURY,1723,2026,MONDAY,5 PM,E FRANKLIN AVE,31.76207485,-106.4873903,35,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
26602,21240036,True,2026-01-19,C - POSSIBLE INJURY,1723,2026,MONDAY,5 PM,E FRANKLIN AVE,31.76207485,-106.4873903,35,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
26603,21240036,True,2026-01-19,C - POSSIBLE INJURY,1723,2026,MONDAY,5 PM,E FRANKLIN AVE,31.76207485,-106.4873903,35,N KANSAS ST,0,C - POSSIBLE INJURY,Motorist,151600
26604,21240036,True,2026-01-19,C - POSSIBLE INJURY,1723,2026,MONDAY,5 PM,E FRANKLIN AVE,31.76207485,-106.4873903,35,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
26605,21240036,True,2026-01-19,C - POSSIBLE INJURY,1723,2026,MONDAY,5 PM,E FRANKLIN AVE,31.76207485,-106.4873903,35,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
26606,21240036,True,2026-01-19,C - POSSIBLE INJURY,1723,2026,MONDAY,5 PM,E FRANKLIN AVE,31.76207485,-106.4873903,35,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
26609,21245897,True,2026-01-19,C - POSSIBLE INJURY,1400,2026,MONDAY,2 PM,E MISSOURI AVE,31.76281485,-106.4880403,40,N KANSAS ST,0,N - NOT INJURED,Motorist,151600
26610,21245897,True,2026-01-19,C - POSSIBLE INJURY,1400,2026,MONDAY,2 PM,E MISSOURI AVE,31.76281485,-106.4880403,40,N KANSAS ST,0,C - POSSIBLE INJURY,Motorist,151600
26978,21266248,True,2026-02-03,B - SUSPECTED MINOR INJURY,1526,2026,TUESDAY,3 PM,E FRANKLIN AVE,31.76207485,-106.4873903,35,N KANSAS ST,0,N - NOT INJURED,Motorist,303200
26979,21266248,True,2026-02-03,B - SUSPECTED MINOR INJURY,1526,2026,TUESDAY,3 PM,E FRANKLIN AVE,31.76207485,-106.4873903,35,N KANSAS ST,0,B - SUSPECTED MINOR INJURY,Motorist,303200
26991,21262285,True,2026-02-04,N - NOT INJURED,930,2026,WEDNESDAY,9 AM,E FRANKLIN AVE,31.76207485,-106.4873903,35,N KANSAS ST,0,N - NOT INJURED,Motorist,0
26992,21262285,True,2026-02-04,N - NOT INJURED,930,2026,WEDNESDAY,9 AM,E FRANKLIN AVE,31.76207485,-106.4873903,35,N KANSAS ST,0,N - NOT INJURED,Motorist,0
27038,21265229,True,2026-02-06,N - NOT INJURED,1310,2026,FRIDAY,1 PM,W OVERLAND AVE,31.75643485,-106.4897403,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
27039,21265229,True,2026-02-06,N - NOT INJURED,1310,2026,FRIDAY,1 PM,W OVERLAND AVE,31.75643485,-106.4897403,30,S SANTA FE ST,0,N - NOT INJURED,Motorist,0
27385,21291499,True,2026-02-23,N - NOT INJURED,800,2026,MONDAY,8 AM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
27386,21291499,True,2026-02-23,N - NOT INJURED,800,2026,MONDAY,8 AM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
27387,21291499,True,2026-02-23,N - NOT INJURED,800,2026,MONDAY,8 AM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
27388,21291499,True,2026-02-23,N - NOT INJURED,800,2026,MONDAY,8 AM,N KANSAS ST,31.76281485,-106.4880403,30,E MISSOURI AVE,0,N - NOT INJURED,Motorist,0
